user_id,item_id,timestamp
48,1254,1386374400
48,3928,1386374400
48,3071,1391126400
48,10667,1391817600
48,8807,1392854400
48,4661,1395273600
48,4573,1397692800
49,3013,1306972800
49,9244,1311724800
49,1690,1344556800
50,2577,1323216000
50,53,1327276800
50,485,1344556800
50,1521,1347062400
51,1734,1326067200
51,2933,1330560000
51,4180,1330560000
51,1492,1362009600
51,6142,1378944000
51,10995,1378944000
51,10436,1391472000
51,595,1393286400
51,11554,1393286400
52,772,1353974400
52,1930,1353974400
52,2639,1353974400
52,3927,1356652800
52,2501,1361145600
53,341,1352505600
53,8279,1352505600
53,2440,1354752000
53,5257,1354752000
53,6086,1354752000
53,8234,1354752000
54,4169,1338854400
54,3358,1339459200
54,6328,1350345600
54,7419,1355184000
54,3421,1363564800
54,6953,1363564800
54,8575,1372636800
54,9600,1372636800
54,5106,1375660800
55,6484,1317081600
55,7317,1317081600
55,7614,1320969600
55,5533,1324080000
55,2175,1337990400
55,6458,1337990400
55,7479,1337990400
55,3113,1340150400
55,8416,1346803200
55,7972,1355875200
55,9292,1358035200
55,8347,1362787200
55,4993,1364256000
55,5858,1365465600
55,10055,1365465600
55,4505,1365552000
55,4665,1365552000
55,3463,1369699200
55,6523,1369699200
55,253,1373673600
55,555,1375228800
55,3018,1377043200
55,8737,1377043200
55,1544,1377388800
55,2549,1377388800
55,10416,1377388800
55,8346,1379894400
55,4672,1380844800
55,8738,1380844800
55,10731,1380844800
55,10827,1380844800
55,11248,1380844800
55,1468,1381104000
55,3602,1381104000
55,4955,1381104000
55,5843,1381104000
55,6486,1383609600
55,3594,1387152000
55,6462,1387152000
55,6465,1387152000
55,6487,1387152000
55,6973,1387152000
55,6403,1397606400
55,6461,1397606400
55,6616,1397606400
55,7459,1397606400
55,11923,1397606400
55,11894,1398297600
55,868,1400803200
55,6858,1400803200
55,10839,1400803200
56,688,1373068800
56,739,1373068800
56,3848,1373068800
57,4023,1308614400
57,2898,1323216000
57,6149,1340841600
58,2722,1314835200
58,6208,1314835200
58,6700,1314835200
58,7003,1314835200
58,7937,1315267200
58,199,1322956800
58,5384,1322956800
58,1464,1326240000
58,330,1330300800
58,5535,1330387200
59,5954,1314489600
59,2022,1314576000
59,4056,1314576000
59,7565,1323388800
59,6869,1330300800
59,7001,1330300800
60,720,1345075200
60,770,1345075200
60,1802,1345075200
60,2708,1345075200
60,3036,1345075200
60,7768,1345075200
60,9633,1345075200
60,2922,1345766400
61,680,1401062400
61,1601,1401062400
61,4475,1401062400
61,6965,1401062400
62,844,1212105600
62,1507,1336867200
62,1508,1336867200
63,3182,1215648000
63,3348,1224633600
63,5511,1287100800
63,9584,1344297600
63,9587,1344297600
63,9595,1348531200
63,10698,1363737600
63,9086,1366156800
63,10699,1366761600
63,10571,1368489600
63,10812,1368489600
63,10896,1372032000
63,10164,1372291200
63,10669,1372291200
63,10752,1372291200
63,10753,1372291200
63,5090,1376524800
63,11054,1389830400
63,8977,1392768000
63,8976,1397606400
63,1291,1397692800
63,11765,1397692800
63,11766,1397692800
63,11771,1397692800
63,11802,1397692800
64,3549,1357862400
64,6433,1357862400
64,6434,1357862400
64,2472,1359331200
64,323,1386633600
65,1927,1231545600
65,103,1246492800
65,263,1273017600
65,553,1304640000
65,3773,1360800000
66,8538,1397347200
66,8954,1397347200
66,4996,1398038400
66,6210,1398729600
66,7132,1398729600
67,909,1366156800
67,1121,1366156800
67,3663,1366156800
67,5243,1366156800
67,9084,1367539200
67,6435,1367712000
67,8153,1367712000
67,2972,1370908800
68,1521,1370995200
68,1522,1370995200
68,1827,1370995200
68,3208,1370995200
68,717,1373587200
68,11452,1373587200
69,7210,1389312000
69,6735,1395619200
69,8044,1395619200
70,9189,1373068800
70,9952,1373068800
70,4367,1388188800
71,3654,1246838400
71,3541,1254009600
71,9266,1340064000
71,9883,1355529600
71,3050,1362096000
71,10385,1362096000
71,1492,1367798400
71,8808,1368662400
71,10374,1373241600
71,11403,1379030400
72,1577,1313625600
72,3780,1313625600
72,3167,1315267200
72,4441,1327881600
72,6770,1327881600
72,8030,1327881600
73,3362,1314576000
73,8380,1322697600
73,3763,1323216000
74,9468,1339113600
74,10693,1357603200
74,10560,1358726400
75,10282,1358812800
75,10690,1360627200
75,2662,1365206400
75,10669,1371340800
75,10689,1371340800
76,163,1200441600
76,248,1208217600
76,5007,1380931200
77,2884,1309219200
77,4993,1309219200
77,5677,1309219200
78,8820,1359158400
78,1593,1359244800
78,8092,1359417600
78,1521,1384732800
78,3094,1384732800
78,10609,1384732800
78,11370,1384732800
79,2468,1345420800
79,2987,1357430400
79,4911,1357430400
79,10291,1358294400
79,15,1391558400
79,6981,1391558400
80,3989,1304899200
80,2032,1308787200
80,47,1319155200
81,7130,1333152000
81,7215,1333152000
81,7523,1333152000
81,2037,1345766400
81,4914,1345766400
81,5098,1345766400
81,5352,1345766400
81,3227,1360886400
81,5030,1360886400
81,5564,1360886400
81,8124,1360886400
81,8150,1360886400
81,8243,1360886400
82,6302,1326326400
82,1118,1356998400
82,3990,1356998400
82,546,1398470400
82,1085,1398470400
82,5096,1398470400
82,5107,1398470400
82,5168,1398470400
83,837,1371340800
83,2573,1372377600
83,6765,1372377600
83,818,1374364800
83,1057,1374364800
83,6132,1376006400
83,281,1378339200
83,2722,1379894400
83,4916,1384905600
83,3769,1403827200
83,4441,1403827200
84,1354,1216080000
84,2811,1217289600
84,71,1228435200
84,1262,1228435200
84,2558,1228435200
84,1352,1334188800
84,10382,1362700800
84,10753,1365292800
84,11216,1388707200
84,11220,1388707200
84,11708,1393632000
84,11770,1393977600
85,899,1310515200
85,4418,1310515200
85,3945,1313884800
85,1697,1352505600
85,4618,1352505600
85,7007,1373500800
86,2009,1292976000
86,2374,1297728000
86,3200,1299715200
86,268,1307664000
86,6452,1333411200
86,8786,1333497600
87,9847,1371772800
87,10797,1371772800
87,7477,1373241600
88,721,1285200000
88,4032,1285200000
88,2377,1290297600
88,2608,1292716800
88,2764,1292716800
89,7181,1371513600
89,8472,1371513600
89,7366,1371686400
90,227,1331510400
90,4985,1340409600
90,3504,1358553600
90,8129,1358553600
90,1915,1392336000
90,7535,1392336000
90,10245,1392336000
90,1001,1396310400
91,5362,1387843200
91,5635,1387843200
91,5697,1392854400
92,10481,1363910400
92,7096,1368057600
92,9966,1368057600
93,5501,1392595200
93,5413,1392768000
93,4336,1393459200
93,4189,1395187200
94,1585,1292889600
94,2200,1317600000
94,2076,1340150400
95,483,1354233600
95,3699,1354233600
95,5831,1354233600
95,5878,1354233600
95,7095,1354233600
95,9392,1354838400
96,4271,1240790400
96,6435,1293408000
96,10570,1371513600
96,5783,1398556800
97,6906,1231804800
97,3195,1248134400
97,2028,1256601600
97,3596,1256601600
98,1274,1221177600
98,4691,1265241600
98,1294,1282521600
98,6528,1323216000
99,9360,1353888000
99,11102,1363824000
99,847,1395360000
99,4450,1395360000
99,8446,1395360000
99,11311,1395360000
100,2506,1325030400
100,5200,1336608000
100,5519,1336608000
101,4510,1367452800
101,7849,1377216000
101,8030,1377216000
101,8958,1377216000
102,10616,1381622400
102,326,1382140800
102,7930,1396569600
103,6433,1298419200
103,8074,1320364800
103,7911,1324944000
103,917,1357344000
103,10706,1357344000
103,10566,1363046400
103,8556,1363132800
103,5293,1364083200
103,10670,1364083200
103,10538,1365120000
104,267,1325462400
104,8644,1325462400
104,7807,1375660800
105,7135,1305763200
105,2673,1307318400
105,7881,1307318400
106,8150,1383523200
106,6237,1386201600
106,9620,1386201600
106,9622,1386201600
106,9767,1386201600
106,9990,1386201600
107,404,1365465600
107,2128,1365465600
107,6366,1365465600
107,7991,1365465600
107,8649,1365465600
107,8744,1365465600
108,2374,1301011200
108,11300,1371772800
108,11287,1373932800
108,11345,1374537600
109,4268,1291766400
109,5343,1293494400
109,2720,1293753600
109,1240,1297123200
109,6048,1297123200
109,5528,1297900800
109,1027,1344988800
110,5115,1206748800
110,7700,1338422400
110,3708,1340323200
110,5973,1340755200
110,7698,1340755200
110,7701,1340755200
111,2007,1378771200
111,6071,1378771200
111,7392,1378771200
111,8044,1378771200
111,8711,1378771200
111,10827,1378771200
111,880,1379376000
112,220,1171152000
112,5786,1287014400
112,2215,1287100800
112,5788,1287792000
112,5790,1287792000
112,5791,1287792000
112,7448,1303430400
112,4435,1304121600
112,5792,1304121600
112,5794,1304121600
112,3002,1326326400
112,2605,1328054400
112,3222,1328054400
112,6916,1328054400
112,7795,1328054400
112,2360,1328140800
112,2793,1328140800
112,7538,1328140800
112,6760,1332633600
112,8625,1332633600
112,2035,1332806400
112,8766,1332806400
112,8139,1333065600
112,9203,1333065600
112,6388,1339977600
112,2348,1343520000
112,9633,1343520000
112,3713,1343952000
112,8723,1347753600
112,8724,1347753600
112,9202,1351468800
112,6782,1351555200
112,821,1370217600
112,9204,1370217600
112,10646,1370217600
112,828,1370995200
112,1093,1383696000
112,2249,1383696000
113,771,1364083200
113,2215,1364083200
113,1886,1398297600
113,11244,1398297600
113,6960,1399680000
113,9723,1399680000
113,13,1400112000
113,185,1400112000
113,2648,1400112000
113,5200,1400112000
114,2337,1198972800
114,3802,1205884800
114,4050,1231891200
114,4052,1239753600
115,41,1269129600
115,4336,1269129600
115,2149,1304726400
115,3952,1306886400
116,9722,1361145600
116,9875,1361750400
116,639,1363132800
116,3208,1364947200
116,5457,1364947200
116,9998,1364947200
116,1530,1367193600
116,10862,1370044800
116,6329,1372032000
117,5263,1366070400
117,404,1366243200
117,7424,1366243200
117,8076,1366243200
118,8980,1372636800
118,9876,1393545600
118,3746,1394582400
119,750,1305763200
119,5418,1327017600
119,1869,1370995200
120,2299,1358380800
120,3159,1358380800
120,4369,1358380800
120,5306,1358380800
121,114,1388534400
121,6192,1388534400
121,7330,1388534400
122,2060,1367366400
122,6451,1367366400
122,6683,1367366400
122,7475,1367366400
122,7883,1367366400
122,8108,1367366400
122,9172,1367366400
122,9577,1367366400
123,5809,1355529600
123,1586,1355616000
123,4018,1361923200
123,10503,1382572800
123,3576,1394496000
123,8790,1396396800
124,254,1361232000
124,408,1361232000
124,7302,1361232000
124,8020,1361232000
124,9338,1361232000
124,5133,1366243200
124,7652,1366243200
124,7649,1372723200
124,5528,1373846400
124,7117,1373846400
124,8243,1373846400
124,11186,1373846400
124,4740,1379980800
124,7119,1379980800
124,3273,1380585600
124,5194,1380585600
124,5963,1380585600
124,7122,1380585600
124,9778,1386288000
124,11432,1386288000
124,7746,1388361600
124,8481,1390867200
124,1336,1392768000
124,4468,1392768000
124,5899,1392768000
125,9916,1382054400
125,10056,1382054400
125,10674,1382054400
126,3182,1214438400
126,3914,1252195200
126,5768,1275868800
126,1286,1278720000
126,6354,1281916800
127,3353,1273449600
127,4908,1273449600
127,6668,1359849600
128,1249,1326412800
128,5674,1326412800
128,4139,1351814400
129,262,1379289600
129,688,1379289600
129,1165,1379289600
130,5438,1299888000
130,8256,1333843200
130,6420,1381968000
130,11256,1386979200
131,5060,1266451200
131,5525,1326153600
131,8183,1355356800
131,383,1355443200
131,5441,1355443200
131,4099,1355961600
131,10869,1358985600
131,3592,1360195200
131,3404,1365465600
131,8247,1365465600
131,5582,1367798400
131,1350,1370217600
132,3224,1385856000
132,5994,1385856000
132,7370,1385856000
133,4820,1378425600
133,11651,1396828800
133,12020,1400630400
133,12066,1402617600
133,12065,1402876800
133,12058,1402963200
133,12059,1403136000
134,4006,1310083200
134,268,1353888000
134,1779,1353888000
135,3153,1356566400
135,4037,1356566400
135,5578,1387238400
135,6237,1387238400
135,7532,1387238400
136,849,1311292800
136,2154,1401494400
136,2648,1401494400
136,4230,1401494400
137,1584,1315008000
137,5438,1315008000
137,708,1344124800
138,2112,1358380800
138,10530,1358380800
138,10005,1364256000
138,10752,1364256000
138,10753,1366243200
138,10811,1366243200
138,9978,1374710400
138,10917,1374710400
138,9160,1381795200
138,11374,1381795200
139,8769,1350345600
139,4513,1356825600
139,7664,1356825600
140,6013,1350259200
140,4431,1380499200
140,235,1399852800
141,112,1388707200
141,3858,1388880000
141,5796,1388880000
141,7045,1388880000
141,2175,1393027200
142,6734,1356480000
142,2695,1356912000
142,3131,1356912000
142,1854,1357516800
142,362,1361664000
143,5056,1294531200
143,5528,1305504000
143,3220,1313020800
144,9947,1391990400
144,7618,1392076800
144,2215,1394064000
144,10616,1394409600
145,556,1376870400
145,8280,1376870400
145,8851,1376870400
146,55,1374019200
146,3463,1374019200
146,3541,1374019200
146,4008,1374019200
146,6398,1374019200
147,8531,1354233600
147,2299,1360886400
147,5360,1360886400
147,8077,1360886400
147,10785,1360886400
147,8481,1361232000
147,8483,1361232000
147,1521,1367539200
147,7520,1367539200
147,7649,1369267200
147,11061,1369267200
147,7557,1374883200
148,9777,1361404800
148,5353,1365120000
148,8475,1365120000
148,7553,1384128000
148,9388,1390348800
148,3343,1391644800
149,2852,1377907200
149,2175,1382313600
149,2379,1382313600
150,6402,1366416000
150,8502,1366416000
150,2003,1368057600
151,6450,1398643200
151,6458,1398643200
151,6472,1398643200
152,7675,1307145600
152,8730,1339286400
152,8644,1346630400
152,10696,1359676800
152,10569,1362009600
152,10693,1362009600
152,4567,1362355200
153,11305,1396224000
153,11939,1397865600
153,12020,1399852800
153,11228,1400630400
153,11972,1400803200
153,12054,1400889600
153,11791,1401235200
153,12025,1401667200
153,12066,1404691200
154,9999,1395014400
154,10652,1395014400
154,9450,1395878400
155,7001,1270166400
155,3963,1275696000
155,5613,1286150400
155,13,1291075200
155,3252,1349481600
155,3248,1361059200
155,7874,1361059200
156,370,1379894400
156,404,1379894400
156,5102,1382054400
156,5263,1382054400
156,6402,1382054400
156,6413,1382054400
157,2248,1381968000
157,4744,1381968000
157,5051,1381968000
157,6311,1381968000
157,7897,1381968000
157,7898,1381968000
158,4873,1348185600
158,8044,1348185600
158,3409,1360886400
158,8784,1366070400
159,1521,1217116800
159,6004,1308873600
159,2476,1311724800
159,7737,1311724800
159,7842,1311811200
159,8521,1327622400
159,2603,1343347200
159,8937,1347148800
159,5492,1393459200
160,3299,1369008000
160,4465,1369008000
160,4748,1369008000
160,5250,1369008000
160,8243,1369008000
160,4733,1370908800
160,4735,1370908800
160,7386,1379289600
160,4647,1384473600
161,6485,1355011200
161,7908,1355011200
161,6390,1390176000
162,173,1360627200
162,7644,1360627200
162,1207,1366416000
162,7140,1366416000
162,7145,1366416000
162,10730,1366416000
163,6472,1310428800
163,7483,1317600000
163,4185,1318636800
164,7286,1392336000
164,7425,1392336000
164,8243,1392336000
164,8249,1392336000
164,4468,1392422400
165,3323,1282521600
165,2037,1285804800
165,2489,1285804800
165,5176,1285804800
165,5642,1285804800
166,2770,1367539200
166,1985,1371772800
166,8000,1375228800
166,7007,1385942400
167,5150,1363824000
167,8277,1363824000
167,2284,1370390400
167,3597,1370390400
167,4448,1373414400
168,2076,1310688000
168,3750,1310688000
168,694,1399507200
169,3208,1217116800
169,3425,1217116800
169,5656,1322438400
169,8030,1355961600
170,2482,1365811200
170,9303,1365811200
170,6762,1366243200
171,8418,1393200000
171,11127,1393200000
171,11419,1393200000
172,575,1376438400
172,4209,1376438400
172,7532,1376438400
172,6450,1376697600
172,6458,1376697600
172,6614,1376697600
172,7317,1376697600
172,7536,1376697600
172,9366,1376697600
172,6486,1376870400
172,5641,1378857600
172,6472,1378857600
172,6489,1378857600
172,7636,1378857600
173,819,1375401600
173,8451,1375401600
173,7756,1401840000
174,1790,1388620800
174,5631,1388620800
174,6903,1388620800
174,7140,1388620800
174,10019,1388620800
174,8043,1389052800
174,8777,1389225600
175,1039,1348876800
175,5701,1348876800
175,7165,1348876800
175,8833,1348876800
175,806,1349136000
175,1947,1349136000
175,8832,1351209600
175,2399,1353801600
175,1596,1354752000
175,223,1359936000
175,1969,1359936000
175,2407,1359936000
175,7164,1359936000
175,793,1364860800
175,1027,1364860800
175,1492,1370649600
175,2648,1370649600
176,1413,1371340800
176,390,1374710400
176,3251,1374710400
176,4380,1374710400
176,3250,1378771200
176,5382,1378771200
176,7065,1378771200
176,9172,1378771200
177,2114,1401580800
177,3130,1401580800
177,2646,1404604800
178,5280,1349222400
178,3768,1365811200
178,6613,1365811200
179,6812,1398384000
179,7882,1398384000
179,8018,1398384000
180,9683,1340755200
180,8243,1353110400
180,9120,1356912000
181,6431,1353110400
181,6889,1372032000
181,3723,1391817600
181,5902,1391817600
182,3567,1328832000
182,4949,1329955200
182,6353,1329955200
183,3740,1297468800
183,5246,1297468800
183,3566,1349740800
184,3058,1300320000
184,1603,1309737600
184,2375,1318982400
184,4587,1364083200
184,4503,1390780800
184,6435,1390780800
184,10021,1390780800
185,4271,1323734400
185,8644,1347840000
185,10560,1363651200
185,10561,1363651200
185,3704,1365292800
185,8556,1365379200
186,1982,1370217600
186,1981,1371340800
186,4390,1371427200
186,2079,1372550400
186,2080,1373155200
186,9478,1373155200
187,348,1374624000
187,2083,1374624000
187,3379,1374624000
187,3387,1374624000
187,3455,1374624000
187,7264,1374624000
188,3111,1320105600
188,871,1327622400
188,3110,1335398400
188,4203,1338249600
188,2857,1341532800
188,4169,1348876800
189,6586,1333238400
189,8264,1347926400
189,1561,1358121600
190,4387,1357257600
190,6480,1357257600
190,7613,1357257600
191,11686,1399075200
191,11705,1399248000
191,1248,1400025600
191,11939,1400025600
191,12020,1400025600
191,11874,1400544000
191,11949,1401062400
191,11976,1401062400
191,11840,1401494400
191,12054,1402963200
191,12057,1403913600
191,12065,1404172800
191,12066,1404259200
192,4202,1397606400
192,2960,1397692800
192,92,1399593600
192,9233,1401235200
193,6003,1282780800
193,6260,1322697600
193,9456,1337731200
194,268,1373068800
194,4185,1383436800
194,5974,1391040000
194,7703,1391040000
194,6977,1391472000
194,382,1391644800
194,9561,1391644800
194,2481,1392249600
194,3364,1392249600
194,4268,1392249600
194,4330,1392249600
194,8480,1392249600
194,8493,1392249600
194,10001,1392249600
194,8479,1392595200
195,418,1129680000
195,419,1129680000
195,8658,1322006400
195,9586,1339804800
195,9591,1339804800
195,2616,1349308800
195,10568,1357257600
195,10690,1359072000
195,3715,1360195200
195,5293,1363392000
195,10573,1364342400
195,10373,1367280000
195,11052,1373587200
195,11184,1373587200
195,11783,1390435200
196,3637,1224115200
196,3638,1224201600
196,788,1227225600
196,4050,1231977600
196,4679,1246233600
196,6433,1293408000
196,8971,1335657600
196,9266,1342656000
196,9457,1345075200
196,9595,1345248000
196,9456,1345334400
196,9590,1358035200
196,10701,1361923200
196,10697,1362009600
196,10698,1363651200
196,8556,1364083200
196,3714,1364256000
196,10570,1364256000
196,10571,1364428800
196,10538,1364774400
196,10572,1364774400
196,10699,1365120000
196,10808,1365120000
196,10696,1365638400
196,10865,1366416000
196,8561,1367193600
196,8560,1367280000
196,5627,1368403200
196,10709,1368403200
196,10164,1371168000
196,11818,1394409600
196,11515,1395014400
196,8979,1395100800
196,11776,1395100800
196,11714,1396137600
197,6805,1376870400
197,8590,1388361600
197,9530,1388707200
198,4505,1318636800
198,3275,1369526400
198,365,1399075200
199,10284,1368576000
199,7141,1369094400
199,9525,1369180800
199,5473,1386115200
200,2175,1363651200
200,5192,1386806400
200,3842,1391040000
201,4073,1369785600
201,2480,1387584000
201,9172,1387670400
202,1365,1359331200
202,4368,1376265600
202,7830,1376265600
202,3629,1381104000
203,1433,1376611200
203,103,1384732800
203,11137,1384732800
203,383,1388966400
204,4003,1305676800
204,873,1361664000
204,1694,1361664000
204,1829,1361664000
204,2156,1361664000
204,2735,1361664000
204,3071,1361664000
204,3550,1361664000
204,4073,1361664000
204,4208,1361664000
204,4541,1361664000
204,5926,1361664000
204,6072,1361664000
204,8335,1361664000
204,2215,1375488000
204,908,1376006400
204,3962,1376006400
204,9121,1381622400
204,2457,1387238400
204,4666,1387238400
205,592,1362096000
205,640,1362096000
205,644,1362096000
205,1254,1362096000
205,2648,1362096000
205,2904,1362096000
205,3040,1362096000
205,3042,1362096000
205,4594,1362096000
205,5791,1362096000
205,8240,1362096000
205,972,1362873600
205,5757,1363219200
205,2722,1363737600
205,4011,1364169600
205,6680,1364169600
205,6533,1364428800
205,7538,1366070400
205,312,1366848000
205,8055,1366934400
205,5982,1370822400
205,850,1371600000
205,9582,1371600000
205,487,1376784000
206,7916,1323907200
206,8970,1333411200
206,9467,1337904000
206,9468,1348876800
206,2616,1352937600
206,10538,1359072000
206,9083,1361318400
206,10506,1361318400
206,10572,1363651200
206,10810,1363651200
206,10752,1365724800
206,4485,1368144000
206,10374,1368144000
206,11804,1389657600
207,7532,1382918400
207,9712,1382918400
207,10163,1382918400
208,2139,1365292800
208,3907,1365292800
208,8968,1365292800
209,10446,1363132800
209,9262,1363564800
209,8684,1363651200
210,2428,1353628800
210,2882,1353628800
210,6128,1358208000
211,249,1362268800
211,3217,1362268800
211,3129,1382227200
212,3496,1342742400
212,6878,1348790400
212,4037,1361577600
212,6884,1361577600
